Arrests for Offenses Described in Administrative Code 14-150(d),Unnamed: 1
Occuring in Transit Jurisdiction,
December 2019,
,
Section I - Transit Jurisdiction Arrests by Precinct,
001,2.0
ASSAULT 3 & RELATED OFFENSES,1.0
SEX CRIMES,1.0
005,2.0
FELONY ASSAULT,1.0
KIDNAPPING & RELATED OFFENSES,1.0
006,3.0
FELONY ASSAULT,3.0
007,1.0
ASSAULT 3 & RELATED OFFENSES,1.0
010,2.0
ASSAULT 3 & RELATED OFFENSES,2.0
013,2.0
SEX CRIMES,2.0
014,19.0
ASSAULT 3 & RELATED OFFENSES,9.0
DISORDERLY CONDUCT,1.0
FELONY ASSAULT,3.0
OFF. AGNST PUB ORD SENSBLTY &,4.0
ROBBERY,2.0
018,7.0
ASSAULT 3 & RELATED OFFENSES,5.0
FELONY ASSAULT,1.0
SEX CRIMES,1.0
020,3.0
ASSAULT 3 & RELATED OFFENSES,3.0
025,1.0
ASSAULT 3 & RELATED OFFENSES,1.0
028,2.0
HARRASSMENT 2,1.0
OFFENSES AGAINST THE PERSON,1.0
030,2.0
ASSAULT 3 & RELATED OFFENSES,1.0
SEX CRIMES,1.0
040,3.0
ASSAULT 3 & RELATED OFFENSES,3.0
042,2.0
ASSAULT 3 & RELATED OFFENSES,2.0
044,2.0
ASSAULT 3 & RELATED OFFENSES,1.0
FELONY ASSAULT,1.0
046,1.0
ASSAULT 3 & RELATED OFFENSES,1.0
052,2.0
ASSAULT 3 & RELATED OFFENSES,1.0
SEX CRIMES,1.0
067,1.0
MISCELLANEOUS PENAL LAW,1.0
070,1.0
ASSAULT 3 & RELATED OFFENSES,1.0
075,2.0
ASSAULT 3 & RELATED OFFENSES,2.0
077,2.0
ASSAULT 3 & RELATED OFFENSES,2.0
083,2.0
ASSAULT 3 & RELATED OFFENSES,1.0
ROBBERY,1.0
084,1.0
ASSAULT 3 & RELATED OFFENSES,1.0
107,1.0
FELONY ASSAULT,1.0
109,1.0
FELONY ASSAULT,1.0
110,2.0
DISORDERLY CONDUCT,1.0
FELONY ASSAULT,1.0
112,4.0
ASSAULT 3 & RELATED OFFENSES,4.0
Grand Total,73.0
,
Source: OMAP/ORS,
Note: Precincts with zero arrest activity for the month are not included in this report.,
